isin_random,year,index,exec_name_random,exec_pos,exec_comp_total,pr_avg,pr_med,empl_comp_avg,empl_comp_med,empl_number_consid,FF_12_consumer_combined,FF_12_consumer_combined_text
FR82593674992,2017,CAC40,"Mcguffey, Amanda",CEO,2929974,50.9,NA,45551,NA,NA,8,Utilities
FR82593674992,2016,CAC40,"Mcguffey, Amanda",CEO,1997838,52.7,NA,45102,NA,NA,8,Utilities
FR82593674992,2015,CAC40,"al-Mitri, Akram",Chairman-CEO,3093720,73.7,NA,NA,NA,NA,8,Utilities
FR83310756929,2021,CAC40,"Aragon, Logan",Chief Executive Officer and Chairman of the Management Board,3145346,21.2,42.23,NA,NA,NA,7,Telecommunication
FR83310756929,2020,CAC40,"Aragon, Logan",Chief Executive Officer and Chairman of the Management Board,3552518,53.35,71.01,NA,NA,11556,7,Telecommunication
FR83310756929,2019,CAC40,"Aragon, Logan",Chief Executive Officer and Chairman of the Management Board,3250172,52.6,69.06,NA,NA,11556,7,Telecommunication
FR83310756929,2018,CAC40,"Aragon, Logan",Chief Executive Officer and Chairman of the Management Board,3348372,52.76,69.01,NA,NA,11556,7,Telecommunication
FR83310756929,2017,CAC40,"Aragon, Logan",Chief Executive Officer and Chairman of the Management Board,2843331,45.05,58.44,NA,NA,11556,7,Telecommunication
FR83310756929,2016,CAC40,"Aragon, Logan",Chief Executive Officer and Chairman of the Management Board,3743959,60.81,78.51,NA,NA,10725,7,Telecommunication
FR83310756929,2015,CAC40,"Aragon, Logan",Chief Executive Officer and Chairman of the Management Board,3392966,17.16,36.82,197747,NA,NA,7,Telecommunication
FR84062260430,2021,CAC40,"Nguyen, Adam",CEO,4110402,44,69,93000,59000,NA,11,Finance
FR84062260430,2020,CAC40,"Nguyen, Adam",CEO,3755804,43,66,88000,57000,NA,11,Finance
FR84062260430,2019,CAC40,"Nguyen, Adam",CEO,3858171,45,69,86000,56000,NA,11,Finance
FR84062260430,2018,CAC40,"Nguyen, Adam",CEO,3381320,41,62,82000,54000,NA,11,Finance
FR84062260430,2017,CAC40,"Nguyen, Adam",CEO,3686294,44,68,83000,54000,NA,11,Finance
FR84062260430,2016,CAC40,"Nguyen, Adam",CEO,4051799,49,75,83000,54000,NA,11,Finance
FR84062260430,2015,CAC40,"Nguyen, Adam",CEO,3591824,43,66,84000,55000,NA,11,Finance
FR90964606524,2021,CAC40,"Arrington, Joshua",Chairman-CEO,5779000,48,67,NA,NA,11500,5,Chemicals
FR90964606524,2020,CAC40,"Arrington, Joshua",Chairman-CEO,5045000,44,63,NA,NA,1000,5,Chemicals
FR90964606524,2019,CAC40,"Arrington, Joshua",Chairman-CEO,5649000,50,73,NA,NA,1000,5,Chemicals
FR90964606524,2018,CAC40,"Arrington, Joshua",Chairman-CEO,5591000,50,73,NA,NA,1000,5,Chemicals
FR90964606524,2017,CAC40,"Arrington, Joshua",Chairman-CEO,5336000,50,72,NA,NA,1000,5,Chemicals
FR90964606524,2016,CAC40,"Arrington, Joshua",Chairman-CEO,5832000,57,79,NA,NA,1000,5,Chemicals
FR90964606524,2015,CAC40,"Arrington, Joshua",Chairman-CEO,4585000,45,62,NA,NA,1000,5,Chemicals
FR92139602875,2021,CAC40,"Brasfield, Saprea",CEO,2579418,38,50,68290,51965,NA,11,Finance
FR92139602875,2020,CAC40,"Brasfield, Saprea",CEO,2456562,37,48,67015,51163,NA,11,Finance
FR92139602875,2019,CAC40,"Brasfield, Saprea",CEO,NA,26,34,66714,50605,NA,11,Finance
FR92139602875,2018,CAC40,"Brasfield, Saprea",CEO,2214767,34,45,64595,48985,NA,11,Finance
FR92139602875,2017,CAC40,"Brasfield, Saprea",CEO,1109347,32,42,63064,47943,NA,11,Finance
FR92139602875,2016,CAC40,"Brasfield, Saprea",CEO,1036944,NA,NA,NA,NA,NA,11,Finance
FR92139602875,2015,CAC40,"Brasfield, Saprea",CEO,1066011,NA,NA,NA,NA,NA,11,Finance
FR92261873154,2021,CAC40,"el-Azzam, Haazima",CEO,2784064,23.2,31,NA,NA,1300,3,Manufacturing
FR92261873154,2020,CAC40,"el-Azzam, Haazima",CEO,1339666,32,36.4,NA,NA,35000,3,Manufacturing
FR92261873154,2019,CAC40,"el-Azzam, Haazima",CEO,2931204,47,53.2,NA,NA,35000,3,Manufacturing
FR92261873154,2018,CAC40,"el-Azzam, Haazima",CEO,2892341,45.4,51.4,NA,NA,35000,3,Manufacturing
FR92261873154,2017,CAC40,"el-Azzam, Haazima",CEO,2413073,38.6,44.1,NA,NA,35000,3,Manufacturing
FR92261873154,2016,CAC40,"el-Azzam, Haazima",CEO,2246791,36.2,41.3,NA,NA,34838,3,Manufacturing
FR92261873154,2015,CAC40,"el-Azzam, Haazima",CEO,1635679,35.8,41.8,NA,NA,34334,3,Manufacturing
FR93195096023,2021,CAC40,"Foster, Jack",CEO,5115631,2.36,2.16,NA,NA,5,11,Finance
FR93195096023,2020,CAC40,"Foster, Jack",CEO,4038983,2.44,2.72,NA,NA,5,11,Finance
FR93195096023,2019,CAC40,"Foster, Jack",CEO,5088102,2.26,1.95,NA,NA,5,11,Finance
FR93195096023,2018,CAC40,"Foster, Jack",CEO,5042394,NA,NA,NA,NA,5,11,Finance
FR93195096023,2017,CAC40,"Foster, Jack",CEO,5185306,NA,NA,NA,NA,5,11,Finance
FR93195096023,2016,CAC40,"Foster, Jack",CEO,2175073,NA,NA,NA,NA,5,11,Finance
FR93195096023,2015,CAC40,"Infanti, Hanna",Chairman-CEO,5342016,NA,NA,NA,NA,NA,11,Finance
FR93825748385,2021,CAC40,"Madden, Jacqueline",CEO,3635361,107,130,NA,NA,NA,3,Manufacturing
FR93825748385,2020,CAC40,"Luong, Manikoun",Chairman-CEO,4579187,22,42,NA,NA,NA,3,Manufacturing
FR93825748385,2019,CAC40,"Luong, Manikoun",Chairman-CEO,4543570,23,42,NA,NA,NA,3,Manufacturing
FR93825748385,2018,CAC40,"Luong, Manikoun",Chairman-CEO,3514426,84,NA,NA,NA,NA,3,Manufacturing
FR93825748385,2017,CAC40,"Luong, Manikoun",Chairman-CEO,4594981,113,NA,NA,NA,NA,3,Manufacturing
FR93825748385,2016,CAC40,"Luong, Manikoun",Chairman-CEO,4066631,24,44,NA,NA,NA,3,Manufacturing
FR93825748385,2015,CAC40,"Luong, Manikoun",Chairman-CEO,3864119,24,46,NA,NA,NA,3,Manufacturing
FR93887766631,2021,CAC40,"Kates, Luke",Chairman-CEO,19599499,74.41,151.79,263400,129120,43,7,Telecommunication
FR93887766631,2020,CAC40,"Kates, Luke",Chairman-CEO,17040193,81.88,118.82,208111,143413,40,7,Telecommunication
FR93887766631,2019,CAC40,"Kates, Luke",Chairman-CEO,13226736,88.12,143.15,150106,92400,41,7,Telecommunication
FR93887766631,2018,CAC40,"Kates, Luke",Chairman-CEO,4487593,54.98,75.17,81626,59700,47,7,Telecommunication
FR93887766631,2017,CAC40,"Mickelson, Jaime",CEO,12226066,37.12,54.91,93366,63126,54,7,Telecommunication
FR93887766631,2016,CAC40,"Mickelson, Jaime",CEO,17101074,74.32,218.44,230087,78287,53,7,Telecommunication
FR93887766631,2015,CAC40,"Mickelson, Jaime",CEO,3616097,40.51,60.37,NA,NA,46,7,Telecommunication
FR96819013389,2021,CAC40,"Slick, Caitlyn",Chairman-CEO,2386800,26,28,66728,NA,NA,6,Business Equipment
FR96819013389,2020,CAC40,"Slick, Caitlyn",Chairman-CEO,1640600,30,33,67222,NA,NA,6,Business Equipment
FR96819013389,2019,CAC40,"Slick, Caitlyn",Chairman-CEO,2389400,29,32,66104,NA,NA,6,Business Equipment
FR96819013389,2018,CAC40,"Slick, Caitlyn",Chairman-CEO,1901600,27,30,66225,NA,NA,6,Business Equipment
FR96819013389,2017,CAC40,"Slick, Caitlyn",Chairman-CEO,1954500,24,27,64527,NA,NA,6,Business Equipment
FR96819013389,2016,CAC40,"Slick, Caitlyn",Chairman-CEO,1090200,15,17,64090,NA,NA,6,Business Equipment
FR96819013389,2015,CAC40,"Slick, Caitlyn",Chairman-CEO,1014900,10,11,63165,NA,NA,6,Business Equipment
FR99026022871,2021,CAC40,"Young, Padua",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR99026022871,2020,CAC40,"Young, Padua",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR99026022871,2019,CAC40,"Young, Padua",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR99026022871,2018,CAC40,"Young, Padua",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR99026022871,2017,CAC40,"Young, Padua",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR99026022871,2016,CAC40,"Young, Padua",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR99026022871,2015,CAC40,"Young, Padua",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR99994291944,2021,CAC40,"Angel, Yajaira",CEO,4746967,54,76,60312,43406,35976,1,Consumer
FR99994291944,2020,CAC40,"Angel, Yajaira",CEO,2239559,47,58,55124,44851,35976,1,Consumer
FR99994291944,2019,CAC40,"Angel, Yajaira",CEO,2595896,56,70,60823,48824,35976,1,Consumer
FR99994291944,2018,CAC40,"al-Fayad, Nassaar",Chairman-CEO,5013469,92,115,60324,48018,35976,1,Consumer
FR99994291944,2017,CAC40,"al-Fayad, Nassaar",Chairman-CEO,7376234,121,152,60107,47969,35976,1,Consumer
FR99994291944,2016,CAC40,"al-Fayad, Nassaar",Chairman-CEO,7058736,125,158,58843,46591,31600,1,Consumer
FR99994291944,2015,CAC40,"al-Fayad, Nassaar",Chairman-CEO,7251790,126,158,57307,45850,31643,1,Consumer
LU40126388804,2021,CAC40,"Harney, Aiyana",NA,NA,NA,NA,NA,NA,NA,NA,NA
LU40126388804,2020,CAC40,"Harney, Aiyana",NA,NA,NA,NA,NA,NA,NA,NA,NA
LU40126388804,2019,CAC40,"Harney, Aiyana",NA,NA,NA,NA,NA,NA,NA,NA,NA
LU40126388804,2018,CAC40,"Harney, Aiyana",NA,NA,NA,NA,NA,NA,NA,NA,NA
LU40126388804,2017,CAC40,"Harney, Aiyana",NA,NA,NA,NA,NA,NA,NA,NA,NA
LU40126388804,2016,CAC40,"Harney, Aiyana",NA,NA,NA,NA,NA,NA,NA,NA,NA
LU40126388804,2015,CAC40,"Harney, Aiyana",NA,NA,NA,NA,NA,NA,NA,NA,NA
NL56469342324,2021,CAC40,"al-Rayes, Husain",NA,NA,NA,NA,NA,NA,NA,NA,NA
NL56469342324,2020,CAC40,"al-Rayes, Husain",NA,NA,NA,NA,NA,NA,NA,NA,NA
NL56469342324,2019,CAC40,"al-Rayes, Husain",NA,NA,NA,NA,NA,NA,NA,NA,NA
NL56469342324,2018,CAC40,"al-Rayes, Husain",NA,NA,NA,NA,NA,NA,NA,NA,NA
NL56469342324,2017,CAC40,"al-Rayes, Husain",NA,NA,NA,NA,NA,NA,NA,NA,NA
NL56469342324,2016,CAC40,"al-Rayes, Husain",NA,NA,NA,NA,NA,NA,NA,NA,NA
NL56469342324,2015,CAC40,"al-Rayes, Husain",NA,NA,NA,NA,NA,NA,NA,NA,NA
NL80545956622,2021,CAC40,"el-Habib, Kabeera",NA,NA,NA,NA,NA,NA,NA,NA,NA
NL80545956622,2020,CAC40,"el-Habib, Kabeera",NA,NA,NA,NA,NA,NA,NA,NA,NA
NL80545956622,2019,CAC40,"el-Habib, Kabeera",NA,NA,NA,NA,NA,NA,NA,NA,NA
NL80545956622,2018,CAC40,"el-Habib, Kabeera",NA,NA,NA,NA,NA,NA,NA,NA,NA
NL80545956622,2017,CAC40,"el-Habib, Kabeera",NA,NA,NA,NA,NA,NA,NA,NA,NA
NL80545956622,2016,CAC40,"el-Habib, Kabeera",NA,NA,NA,NA,NA,NA,NA,NA,NA
NL80545956622,2015,CAC40,"el-Habib, Kabeera",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR10028020514,2021,Other,"Mouscher, Aspen",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR10028020514,2020,Other,"Tugade, Susane",CEO,95449,NA,NA,NA,NA,NA,NA,NA
FR10028020514,2019,Other,"Tugade, Susane",CEO,29449,NA,NA,NA,NA,NA,NA,NA
FR10028020514,2018,Other,"Mouscher, Aspen",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR10028020514,2017,Other,"Mouscher, Aspen",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR10028020514,2016,Other,"Mouscher, Aspen",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR10028020514,2015,Other,"Mouscher, Aspen",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR10311632014,2021,Other,"Bateman, Janice",CEO,323184,NA,NA,NA,NA,NA,10,Healthcare
FR10311632014,2020,Other,"Bateman, Janice",CEO,378366,5.6,NA,67332,NA,NA,10,Healthcare
FR10311632014,2019,Other,"Bateman, Janice",CEO,307910,4.7,NA,65440,NA,NA,10,Healthcare
FR10311632014,2018,Other,"Bateman, Janice",CEO,304910,4.8,NA,63312,NA,NA,10,Healthcare
FR10311632014,2017,Other,"Bateman, Janice",CEO,314900,5,NA,66183,NA,NA,10,Healthcare
FR10311632014,2016,Other,"Bateman, Janice",CEO,321022,5.2,NA,62244,NA,NA,10,Healthcare
FR10311632014,2015,Other,"Bateman, Janice",CEO,330418,5.4,NA,61231,NA,NA,10,Healthcare
FR10503831317,2021,Other,"Senethong, Benjamin",Chairman and Chief Executive Officer,1552707,5.95,12.98,20332,NA,NA,1,Consumer
FR10503831317,2020,Other,"Senethong, Benjamin",Chairman and Chief Executive Officer,1452500,5.17,12.75,NA,NA,NA,1,Consumer
FR10503831317,2019,Other,"Senethong, Benjamin",Chairman and Chief Executive Officer,1324991,6.02,17.89,NA,NA,NA,1,Consumer
FR10503831317,2018,Other,"Senethong, Benjamin",Chairman and Chief Executive Officer,1264120,5.4,17.42,NA,NA,NA,1,Consumer
FR10503831317,2017,Other,"Senethong, Benjamin",Chairman and Chief Executive Officer,1206228,NA,NA,NA,NA,NA,1,Consumer
FR10503831317,2016,Other,"Senethong, Benjamin",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,1,Consumer
FR10503831317,2015,Other,"Senethong, Benjamin",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,1,Consumer
FR10921207976,2021,Other,"al-Kalil, Rajab",CEO,245000,4,5,67000,NA,NA,6,Business Equipment
FR10921207976,2020,Other,"al-Mansoor, Suhaad",Chairman and Chief Executive Officer,245000,4.46,5.44,55000,NA,NA,6,Business Equipment
FR10921207976,2019,Other,"al-Mansoor, Suhaad",Chairman and Chief Executive Officer,245000,3.92,5.44,62000,NA,NA,6,Business Equipment
FR10921207976,2018,Other,"al-Mansoor, Suhaad",Chairman and Chief Executive Officer,195000,4.06,5.44,60000,NA,NA,6,Business Equipment
FR10921207976,2017,Other,"al-Mansoor, Suhaad",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,6,Business Equipment
FR10921207976,2016,Other,"al-Mansoor, Suhaad",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,6,Business Equipment
FR10921207976,2015,Other,"al-Mansoor, Suhaad",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,6,Business Equipment
FR11035312228,2021,Other,"Gorzney, Mellisa",Chairman and Chief Executive Officer,32653,NA,NA,NA,NA,NA,NA,NA
FR11035312228,2020,Other,"Gorzney, Mellisa",Chairman and Chief Executive Officer,70175,NA,NA,NA,NA,NA,NA,NA
FR11035312228,2019,Other,"Gorzney, Mellisa",Chairman and Chief Executive Officer,32745,NA,NA,NA,NA,NA,NA,NA
FR11035312228,2018,Other,"Gorzney, Mellisa",Chairman and Chief Executive Officer,66391,NA,NA,NA,NA,NA,NA,NA
FR11035312228,2017,Other,"al-Ghazi, Muntaha",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR11035312228,2016,Other,"al-Ghazi, Muntaha",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR11035312228,2015,Other,"al-Ghazi, Muntaha",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR11349885892,2021,Other,"Kahn, Yanyan",CEO,NA,NA,NA,NA,NA,NA,NA,NA
FR11349885892,2020,Other,"Kahn, Yanyan",CEO,238532,NA,NA,NA,NA,NA,NA,NA
FR11349885892,2019,Other,"Kahn, Yanyan",CEO,181957,NA,NA,NA,NA,NA,NA,NA
FR11349885892,2018,Other,"al-Samra, Haaroon",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR11349885892,2017,Other,"al-Samra, Haaroon",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR11349885892,2016,Other,"al-Samra, Haaroon",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR11349885892,2015,Other,"al-Samra, Haaroon",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR11866000385,2021,Other,"Anderson, Kathryn",Chairman and Chief Executive Officer,906961,13.3,17.1,NA,NA,NA,10,Healthcare
FR11866000385,2020,Other,"Anderson, Kathryn",Chairman and Chief Executive Officer,497994,5.7,8,NA,NA,NA,10,Healthcare
FR11866000385,2019,Other,"Anderson, Kathryn",Chairman and Chief Executive Officer,368020,5,7.4,NA,NA,NA,10,Healthcare
FR11866000385,2018,Other,"Anderson, Kathryn",Chairman and Chief Executive Officer,375840,6.4,8.7,NA,NA,NA,10,Healthcare
FR11866000385,2017,Other,"Anderson, Kathryn",Chairman and Chief Executive Officer,371852,6.1,8.5,NA,NA,NA,10,Healthcare
FR11866000385,2016,Other,"Anderson, Kathryn",Chairman and Chief Executive Officer,358401,NA,NA,NA,NA,NA,10,Healthcare
FR11866000385,2015,Other,"Anderson, Kathryn",Chairman and Chief Executive Officer,360730,NA,NA,NA,NA,NA,10,Healthcare
FR12384415334,2021,Other,"Brown, La-Tesha",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,3,Manufacturing
FR12384415334,2020,Other,"Brown, La-Tesha",Chairman and Chief Executive Officer,520000,12.5,13.8,41549,37810,NA,3,Manufacturing
FR12384415334,2019,Other,"Brown, La-Tesha",Chairman and Chief Executive Officer,530000,NA,NA,NA,NA,NA,3,Manufacturing
FR12384415334,2018,Other,"Brown, La-Tesha",Chairman and Chief Executive Officer,530000,NA,NA,NA,NA,NA,3,Manufacturing
FR12384415334,2017,Other,"Brown, La-Tesha",Chairman and Chief Executive Officer,440585,NA,NA,NA,NA,NA,3,Manufacturing
FR12384415334,2016,Other,"Brown, La-Tesha",Chairman and Chief Executive Officer,375843,NA,NA,NA,NA,NA,3,Manufacturing
FR12384415334,2015,Other,"Brown, La-Tesha",Chairman and Chief Executive Officer,421843,8.3,10.4,50626,40484,NA,3,Manufacturing
FR13094029289,2021,Other,"al-Karam, Asmar",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR13094029289,2020,Other,"al-Karam, Asmar",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR13094029289,2019,Other,"al-Karam, Asmar",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR13094029289,2018,Other,"al-Karam, Asmar",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR13094029289,2017,Other,"al-Karam, Asmar",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR13094029289,2016,Other,"al-Karam, Asmar",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR13094029289,2015,Other,"al-Karam, Asmar",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR13780859555,2021,Other,"Clark, Coy",Chairman and Chief Executive Officer,180000,3.1,4,NA,NA,NA,12,Other
FR13780859555,2020,Other,"Clark, Coy",Chairman and Chief Executive Officer,180000,2.2,2.2,NA,NA,NA,12,Other
FR13780859555,2019,Other,"Clark, Coy",Chairman and Chief Executive Officer,180000,3.7,5.5,NA,NA,NA,12,Other
FR13780859555,2018,Other,"Clark, Coy",Chairman and Chief Executive Officer,180000,3.9,6.1,NA,NA,NA,12,Other
FR13780859555,2017,Other,"Clark, Coy",Chairman and Chief Executive Officer,150000,3.6,5.3,NA,NA,NA,12,Other
FR13780859555,2016,Other,"Clark, Coy",Chairman and Chief Executive Officer,150000,3.1,3.5,NA,NA,NA,12,Other
FR13780859555,2015,Other,"Clark, Coy",Chairman and Chief Executive Officer,150000,4.2,4.7,NA,NA,NA,12,Other
FR15209771770,2021,Other,"Donaldson, Tiffine",Chairman and Chief Executive Officer,816130,8,9,NA,NA,NA,6,Business Equipment
FR15209771770,2020,Other,"Donaldson, Tiffine",Chairman and Chief Executive Officer,809907,7,11,NA,NA,NA,6,Business Equipment
FR15209771770,2019,Other,"Donaldson, Tiffine",Chairman and Chief Executive Officer,2732208,10,11,NA,NA,NA,6,Business Equipment
FR15209771770,2018,Other,"Donaldson, Tiffine",Chairman and Chief Executive Officer,917366,7,8,NA,NA,NA,6,Business Equipment
FR15209771770,2017,Other,"Donaldson, Tiffine",Chairman and Chief Executive Officer,531467,7,8,NA,NA,NA,6,Business Equipment
FR15209771770,2016,Other,"Donaldson, Tiffine",Chairman and Chief Executive Officer,508817,4,4,NA,NA,NA,6,Business Equipment
FR15209771770,2015,Other,"Funk, Jesse",CEO,727500,4,5,NA,NA,NA,6,Business Equipment
FR15812162303,2021,Other,"al-Khalil, Mubarak",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR15812162303,2020,Other,"al-Khalil, Mubarak",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR15812162303,2019,Other,"al-Khalil, Mubarak",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR15812162303,2018,Other,"al-Khalil, Mubarak",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR15812162303,2017,Other,"al-Khalil, Mubarak",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR15812162303,2016,Other,"al-Khalil, Mubarak",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR15812162303,2015,Other,"al-Khalil, Mubarak",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR16021899984,2021,Other,"Her, Ryan",Chairman and Chief Executive Officer,705767,7.46,10.67,NA,NA,NA,3,Manufacturing
FR16021899984,2020,Other,"Her, Ryan",Chairman and Chief Executive Officer,753514,4.8,7.23,NA,NA,NA,3,Manufacturing
FR16021899984,2019,Other,"Her, Ryan",Chairman and Chief Executive Officer,217600,11.8,16.2,NA,NA,NA,3,Manufacturing
FR16021899984,2018,Other,"Her, Ryan",Chairman and Chief Executive Officer,870644,NA,NA,NA,NA,NA,3,Manufacturing
FR16021899984,2017,Other,"Her, Ryan",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,3,Manufacturing
FR16021899984,2016,Other,"Her, Ryan",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,3,Manufacturing
FR16021899984,2015,Other,"Her, Ryan",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,3,Manufacturing
FR16396412051,2021,Other,"Dechasa, Momodou Lamin",Chairman and Chief Executive Officer,300000,2.5,2.3,NA,NA,NA,6,Business Equipment
FR16396412051,2020,Other,"Dechasa, Momodou Lamin",Chairman and Chief Executive Officer,300000,2.5,2.2,NA,NA,NA,6,Business Equipment
FR16396412051,2019,Other,"Dechasa, Momodou Lamin",Chairman and Chief Executive Officer,300000,2.5,2.3,NA,NA,NA,6,Business Equipment
FR16396412051,2018,Other,"Dechasa, Momodou Lamin",Chairman and Chief Executive Officer,300000,2.4,2.2,NA,NA,NA,6,Business Equipment
FR16396412051,2017,Other,"Dechasa, Momodou Lamin",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,6,Business Equipment
FR16396412051,2016,Other,"Dechasa, Momodou Lamin",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,6,Business Equipment
FR16396412051,2015,Other,"Dechasa, Momodou Lamin",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,6,Business Equipment
FR16409033793,2021,Other,"Scott, Jamie",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR16409033793,2020,Other,"Scott, Jamie",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR16409033793,2019,Other,"Scott, Jamie",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR16409033793,2018,Other,"Scott, Jamie",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR16409033793,2017,Other,"Scott, Jamie",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR16409033793,2016,Other,"Scott, Jamie",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR16409033793,2015,Other,"Scott, Jamie",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR16418886951,2021,Other,"Martsolf, Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR16418886951,2020,Other,"el-Ahmed, Abbaas",Chairman of the Management Board and Chief Executive Officer,300129,5.8,6.39,NA,NA,NA,NA,NA
FR16418886951,2019,Other,"el-Ahmed, Abbaas",Chairman of the Management Board and Chief Executive Officer,199157,3.6,NA,NA,NA,NA,NA,NA
FR16418886951,2018,Other,"el-Ahmed, Abbaas",Chairman of the Management Board and Chief Executive Officer,227459,11.64,14.65,NA,NA,NA,NA,NA
FR16418886951,2017,Other,"el-Ahmed, Abbaas",Chairman of the Management Board and Chief Executive Officer,232914,4.1,5.1,NA,NA,NA,NA,NA
FR16418886951,2016,Other,"el-Ahmed, Abbaas",Chairman of the Management Board and Chief Executive Officer,217037,4.52,5.36,NA,NA,NA,NA,NA
FR16418886951,2015,Other,"el-Ahmed, Abbaas",Chairman of the Management Board and Chief Executive Officer,358968,4.28,4.88,NA,NA,NA,NA,NA
FR16456812967,2021,Other,"Gabino-Figueroa, Andrea",Chairman and Chief Executive Officer,110182,1.95,2,49303,48100,NA,6,Business Equipment
FR16456812967,2020,Other,"Gabino-Figueroa, Andrea",Chairman and Chief Executive Officer,72495,1.24,1.25,48159,47996,NA,6,Business Equipment
FR16456812967,2019,Other,"Gabino-Figueroa, Andrea",Chairman and Chief Executive Officer,199895,3.98,3.98,47009,47008,NA,6,Business Equipment
FR16456812967,2018,Other,"Gabino-Figueroa, Andrea",Chairman and Chief Executive Officer,362983,7.6,7.63,46174,46007,NA,6,Business Equipment
FR16456812967,2017,Other,"Gabino-Figueroa, Andrea",Chairman and Chief Executive Officer,358650,7.73,7.71,45417,45500,NA,6,Business Equipment
FR16456812967,2016,Other,"Gabino-Figueroa, Andrea",Chairman and Chief Executive Officer,NA,7.75,7.96,45307,44070,NA,6,Business Equipment
FR16456812967,2015,Other,"Gabino-Figueroa, Andrea",Chairman and Chief Executive Officer,NA,7.76,7.94,45259,44200,NA,6,Business Equipment
FR17061205602,2021,Other,"al-Khatib, Imraan",CEO,4385151,6.9,8.6,69675,55512,1302,12,Other
FR17061205602,2020,Other,"al-Khatib, Imraan",CEO,466476,7.9,9.8,65105,52058,1193,12,Other
FR17061205602,2019,Other,"al-Khatib, Imraan",CEO,850000,7.2,9.3,63166,49206,NA,12,Other
FR17061205602,2018,Other,"al-Khatib, Imraan",CEO,533333,6.5,8.7,61715,46311,NA,12,Other
FR17061205602,2017,Other,"al-Khatib, Imraan",CEO,400051,6.2,8.5,67838,49853,NA,12,Other
FR17061205602,2016,Other,"al-Khatib, Imraan",CEO,369051,4.9,7.3,70937,47152,NA,12,Other
FR17061205602,2015,Other,"al-Khatib, Imraan",CEO,NA,NA,NA,NA,NA,NA,12,Other
FR18272710568,2021,Other,"Berrien, Tamika",CEO,NA,NA,NA,NA,NA,NA,NA,NA
FR18272710568,2020,Other,"Sayers, Ian",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR18272710568,2019,Other,"Sayers, Ian",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR18272710568,2018,Other,"Sayers, Ian",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR18272710568,2017,Other,"Sayers, Ian",NA,NA,NA,NA,NA,NA,NA,NA,NA
