isin_random,year,index,exec_name_random,exec_pos,exec_comp_total,pr_avg,pr_med,empl_comp_avg,empl_comp_med,empl_number_consid
FR78799971532,2016,CAC40,"Lopez Del Villar, Isaac",CEO,1997838,52.7,NA,45102,NA,NA
FR78799971532,2015,CAC40,"al-Kaba, Kawthar",Chairman-CEO,3093720,73.7,NA,NA,NA,NA
FR80148904046,2021,CAC40,"Martin, Henry",NA,NA,NA,NA,NA,NA,NA
FR80148904046,2020,CAC40,"Martin, Henry",NA,NA,NA,NA,NA,NA,NA
FR80148904046,2019,CAC40,"Davis, Mekel",Chairman of the Managing Board,7602848,136,174,46200,36100,NA
FR80148904046,2018,CAC40,"Davis, Mekel",Chairman of the Managing Board,7639632,144,184,43900,34400,NA
FR80148904046,2017,CAC40,"Davis, Mekel",Chairman of the Managing Board,6707334,126,159,42300,33500,NA
FR80148904046,2016,CAC40,"Davis, Mekel",Chairman of the Managing Board,4706380,113,141,40800,32700,NA
FR80148904046,2015,CAC40,"Davis, Mekel",Chairman of the Managing Board,5245284,125,156,39400,31600,NA
FR80281148894,2021,CAC40,"Hodyc, Joshua",CEO,3748916,13.6,30.7,NA,NA,NA
FR80281148894,2020,CAC40,"Hodyc, Joshua",CEO,1740822,12.7,25.5,NA,NA,NA
FR80281148894,2019,CAC40,"Hodyc, Joshua",CEO,2754258,15.9,30.8,NA,NA,NA
FR80281148894,2018,CAC40,"Hodyc, Joshua",CEO,2389490,11,29.1,NA,NA,NA
FR80281148894,2017,CAC40,"Hartle, Jordan",Chairman-CEO,1828381,8.4,21.8,NA,NA,NA
FR80281148894,2016,CAC40,"Hartle, Jordan",Chairman-CEO,1819391,9,22.8,NA,NA,NA
FR80281148894,2015,CAC40,"Hartle, Jordan",Chairman-CEO,1800910,36.9,45.4,48863,NA,NA
FR82123105204,2021,CAC40,"Blackmore, Caylyn",NA,NA,NA,NA,NA,NA,NA
FR82123105204,2020,CAC40,"Blackmore, Caylyn",NA,NA,NA,NA,NA,NA,NA
FR82123105204,2019,CAC40,"Blackmore, Caylyn",NA,NA,NA,NA,NA,NA,NA
FR82123105204,2018,CAC40,"Blackmore, Caylyn",NA,NA,NA,NA,NA,NA,NA
FR82123105204,2017,CAC40,"Blackmore, Caylyn",NA,NA,NA,NA,NA,NA,NA
FR82123105204,2016,CAC40,"Blackmore, Caylyn",NA,NA,NA,NA,NA,NA,NA
FR82123105204,2015,CAC40,"Blackmore, Caylyn",NA,NA,NA,NA,NA,NA,NA
FR83012818598,2021,CAC40,"Bigbey, Rashaina",Chairman-CEO,5686841,54.6,79.2,NA,NA,2986
FR83012818598,2020,CAC40,"Bigbey, Rashaina",Chairman-CEO,3320829,36.5,54.2,NA,NA,615
FR83012818598,2019,CAC40,"Bigbey, Rashaina",Chairman-CEO,5368802,85.2,135.2,NA,NA,2986
FR83012818598,2018,CAC40,"Bigbey, Rashaina",Chairman-CEO,12180916,96.2,168.9,NA,NA,615
FR83012818598,2017,CAC40,"Bigbey, Rashaina",Chairman-CEO,5899403,43.3,78,NA,NA,615
FR83012818598,2016,CAC40,"Bigbey, Rashaina",Chairman-CEO,3734348,35.5,57,NA,NA,NA
FR83012818598,2015,CAC40,"Bigbey, Rashaina",Chairman-CEO,3558836,41.3,70.5,NA,NA,NA
FR86076869361,2021,CAC40,"Munoz, Michelle",Chairman-CEO,2003821,31.86,36.01,NA,NA,77377
FR86076869361,2020,CAC40,"Munoz, Michelle",Chairman-CEO,1746471,31.4,35.5,NA,NA,77377
FR86076869361,2019,CAC40,"Munoz, Michelle",Chairman-CEO,1889383,32.7,37,NA,NA,77377
FR86076869361,2018,CAC40,"Munoz, Michelle",Chairman-CEO,2263637,33.8,38.6,NA,NA,77377
FR86076869361,2017,CAC40,"Munoz, Michelle",Chairman-CEO,1744999,32.2,36.9,NA,NA,77377
FR86076869361,2016,CAC40,"Munoz, Michelle",Chairman-CEO,1546267,32.4,37.4,NA,NA,70513
FR86076869361,2015,CAC40,"Munoz, Michelle",Chairman-CEO,1445770,30.8,36,NA,NA,75341
FR89522033359,2021,CAC40,"Roy, Tylor",CEO,4746967,54,76,60312,43406,35976
FR89522033359,2020,CAC40,"Roy, Tylor",CEO,2239559,47,58,55124,44851,35976
FR89522033359,2019,CAC40,"Roy, Tylor",CEO,2595896,56,70,60823,48824,35976
FR89522033359,2018,CAC40,"Oerter, Chantel",Chairman-CEO,5013469,92,115,60324,48018,35976
FR89522033359,2017,CAC40,"Oerter, Chantel",Chairman-CEO,7376234,121,152,60107,47969,35976
FR89522033359,2016,CAC40,"Oerter, Chantel",Chairman-CEO,7058736,125,158,58843,46591,31600
FR89522033359,2015,CAC40,"Oerter, Chantel",Chairman-CEO,7251790,126,158,57307,45850,31643
FR97806080576,2021,CAC40,"Bigbey, Alexis",CEO,3229827,NA,NA,NA,NA,NA
FR97806080576,2020,CAC40,"Bigbey, Alexis",CEO,3047827,NA,NA,NA,NA,NA
FR97806080576,2019,CAC40,"Bigbey, Alexis",CEO,2997373,NA,NA,NA,NA,NA
FR97806080576,2018,CAC40,"Bigbey, Alexis",CEO,2944726,NA,NA,NA,NA,NA
FR97806080576,2017,CAC40,"Bigbey, Alexis",CEO,2783284,NA,NA,NA,NA,NA
FR97806080576,2016,CAC40,"Bigbey, Alexis",CEO,2740626,NA,NA,NA,NA,NA
FR97806080576,2015,CAC40,"Renteria, Alonso",NA,2887684,NA,NA,NA,NA,NA
LU86546042095,2021,CAC40,"House, Angelique",NA,NA,NA,NA,NA,NA,NA
LU86546042095,2020,CAC40,"House, Angelique",NA,NA,NA,NA,NA,NA,NA
LU86546042095,2019,CAC40,"House, Angelique",NA,NA,NA,NA,NA,NA,NA
LU86546042095,2018,CAC40,"House, Angelique",NA,NA,NA,NA,NA,NA,NA
LU86546042095,2017,CAC40,"House, Angelique",NA,NA,NA,NA,NA,NA,NA
LU86546042095,2016,CAC40,"House, Angelique",NA,NA,NA,NA,NA,NA,NA
LU86546042095,2015,CAC40,"House, Angelique",NA,NA,NA,NA,NA,NA,NA
NL12356164758,2021,CAC40,"Ketchum, Brittany",NA,NA,NA,NA,NA,NA,NA
NL12356164758,2020,CAC40,"Ketchum, Brittany",NA,NA,NA,NA,NA,NA,NA
NL12356164758,2019,CAC40,"Ketchum, Brittany",NA,NA,NA,NA,NA,NA,NA
NL12356164758,2018,CAC40,"Ketchum, Brittany",NA,NA,NA,NA,NA,NA,NA
NL12356164758,2017,CAC40,"Ketchum, Brittany",NA,NA,NA,NA,NA,NA,NA
NL12356164758,2016,CAC40,"Ketchum, Brittany",NA,NA,NA,NA,NA,NA,NA
NL12356164758,2015,CAC40,"Ketchum, Brittany",NA,NA,NA,NA,NA,NA,NA
NL83592431854,2021,CAC40,"Oh, Thien Thanh",NA,NA,NA,NA,NA,NA,NA
NL83592431854,2020,CAC40,"Oh, Thien Thanh",NA,NA,NA,NA,NA,NA,NA
NL83592431854,2019,CAC40,"Oh, Thien Thanh",NA,NA,NA,NA,NA,NA,NA
NL83592431854,2018,CAC40,"Oh, Thien Thanh",NA,NA,NA,NA,NA,NA,NA
NL83592431854,2017,CAC40,"Oh, Thien Thanh",NA,NA,NA,NA,NA,NA,NA
NL83592431854,2016,CAC40,"Oh, Thien Thanh",NA,NA,NA,NA,NA,NA,NA
NL83592431854,2015,CAC40,"Oh, Thien Thanh",NA,NA,NA,NA,NA,NA,NA
FR10144274975,2021,Other,"Jepson, Drake",General Manager,NA,NA,NA,NA,NA,NA
FR10144274975,2020,Other,"Jepson, Drake",General Manager,1169923,39.19,48.7,38805,NA,NA
FR10144274975,2019,Other,"Jepson, Drake",General Manager,1302771,26.21,33.81,38286,NA,NA
FR10144274975,2018,Other,"Jepson, Drake",General Manager,829888,34.1,34.1,36211,NA,NA
FR10144274975,2017,Other,"Jepson, Drake",General Manager,1135341,53.6,53.6,36203,NA,NA
FR10144274975,2016,Other,"Jepson, Drake",General Manager,1604033,51.69,51.69,34362,NA,NA
FR10144274975,2015,Other,"Jepson, Drake",General Manager,1509242,30.16,34.57,44487,NA,NA
FR10170689621,2021,Other,"Ball, Jordan",CEO,307699,4.79,5.93,NA,NA,NA
FR10170689621,2020,Other,"Ulloa, Maria",Chairman and Chief Executive Officer,422433,5.67,4.68,NA,NA,NA
FR10170689621,2019,Other,"Ulloa, Maria",Chairman and Chief Executive Officer,485467,5.71,4.52,NA,NA,NA
FR10170689621,2018,Other,"Ulloa, Maria",Chairman and Chief Executive Officer,476134,6.41,5.05,NA,NA,NA
FR10170689621,2017,Other,"Ulloa, Maria",Chairman and Chief Executive Officer,515541,7.23,6.08,NA,NA,NA
FR10170689621,2016,Other,"Ulloa, Maria",Chairman and Chief Executive Officer,565567,6.99,5.7,NA,NA,NA
FR10170689621,2015,Other,"Ulloa, Maria",Chairman and Chief Executive Officer,564867,7.5,6,NA,NA,NA
FR10771368046,2021,Other,"Sylvester, Justin",Chairman and Chief Executive Officer,0,NA,NA,NA,NA,NA
FR10771368046,2020,Other,"Sylvester, Justin",Chairman and Chief Executive Officer,202809,NA,NA,NA,NA,NA
FR10771368046,2019,Other,"Sylvester, Justin",Chairman and Chief Executive Officer,NA,4.78,5.94,NA,NA,NA
FR10771368046,2018,Other,"Sylvester, Justin",Chairman and Chief Executive Officer,NA,8.36,10.52,NA,NA,NA
FR10771368046,2017,Other,"Sylvester, Justin",Chairman and Chief Executive Officer,NA,7.35,9.27,NA,NA,NA
FR10771368046,2016,Other,"Sylvester, Justin",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR10771368046,2015,Other,"Sylvester, Justin",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR12019067432,2021,Other,"el-Salim, Mukhtaar",NA,NA,NA,NA,NA,NA,NA
FR12019067432,2020,Other,"Revello, Zackieus",CEO,95449,NA,NA,NA,NA,NA
FR12019067432,2019,Other,"Revello, Zackieus",CEO,29449,NA,NA,NA,NA,NA
FR12019067432,2018,Other,"el-Salim, Mukhtaar",NA,NA,NA,NA,NA,NA,NA
FR12019067432,2017,Other,"el-Salim, Mukhtaar",NA,NA,NA,NA,NA,NA,NA
FR12019067432,2016,Other,"el-Salim, Mukhtaar",NA,NA,NA,NA,NA,NA,NA
FR12019067432,2015,Other,"el-Salim, Mukhtaar",NA,NA,NA,NA,NA,NA,NA
FR13089196451,2021,Other,"Lee Graham, Michael",Managing Director,390249,6.5,7.85,NA,NA,NA
FR13089196451,2020,Other,"Lee Graham, Michael",Managing Director,353963,6.26,7.73,NA,NA,NA
FR13089196451,2019,Other,"Lee Graham, Michael",Managing Director,269253,NA,NA,NA,NA,NA
FR13089196451,2018,Other,"Lee Graham, Michael",Managing Director,253813,NA,NA,NA,NA,NA
FR13089196451,2017,Other,"Lee Graham, Michael",Managing Director,246613,NA,NA,NA,NA,NA
FR13089196451,2016,Other,"Lee Graham, Michael",Managing Director,229462,NA,NA,NA,NA,NA
FR13089196451,2015,Other,"Lee Graham, Michael",Managing Director,216112,6.04,7.31,NA,NA,NA
FR14162388847,2021,Other,"al-Hamidi, Sultana",CEO,0,NA,NA,NA,NA,NA
FR14162388847,2020,Other,"al-Hamidi, Sultana",CEO,0,NA,NA,NA,NA,NA
FR14162388847,2019,Other,"al-Hamidi, Sultana",CEO,764716,NA,NA,NA,NA,NA
FR14162388847,2018,Other,"Meredith, Daniela",NA,NA,NA,NA,NA,NA,NA
FR14162388847,2017,Other,"Meredith, Daniela",NA,NA,NA,NA,NA,NA,NA
FR14162388847,2016,Other,"Meredith, Daniela",NA,NA,NA,NA,NA,NA,NA
FR14162388847,2015,Other,"Meredith, Daniela",NA,NA,NA,NA,NA,NA,NA
FR14299008944,2021,Other,"Nguyen, Cassidy",NA,NA,NA,NA,NA,NA,NA
FR14299008944,2020,Other,"Nguyen, Cassidy",NA,NA,NA,NA,NA,NA,NA
FR14299008944,2019,Other,"Tosi, Alexandra",CEO,4391202,36.72,50.29,NA,NA,NA
FR14299008944,2018,Other,"al-Jabbar, Muna",Chairman-CEO,2423414,36.41,45.09,NA,NA,NA
FR14299008944,2017,Other,"al-Jabbar, Muna",Chairman-CEO,3799731,50.37,59.18,NA,NA,NA
FR14299008944,2016,Other,"al-Jabbar, Muna",Chairman-CEO,3561215,55.96,61.69,NA,NA,NA
FR14299008944,2015,Other,"al-Jabbar, Muna",Chairman-CEO,2980738,42.83,52.38,NA,NA,NA
FR15602416722,2021,Other,"Diaz, Ruby",Managing Partner,688200,25.1,25.5,NA,NA,NA
FR15602416722,2020,Other,"Diaz, Ruby",Managing Partner,583200,21.4,21.7,NA,NA,NA
FR15602416722,2019,Other,"Diaz, Ruby",Managing Partner,601000,23.2,23.9,NA,NA,NA
FR15602416722,2018,Other,"Diaz, Ruby",Managing Partner,544200,24,24.7,NA,NA,NA
FR15602416722,2017,Other,"Diaz, Ruby",Managing Partner,443200,18.1,18.8,NA,NA,NA
FR15602416722,2016,Other,"Diaz, Ruby",Managing Partner,444800,17,19.1,NA,NA,NA
FR15602416722,2015,Other,"Diaz, Ruby",Managing Partner,509200,15,23.6,NA,NA,NA
FR16166437648,2021,Other,"Mata Bonilla, Andrea",NA,NA,NA,NA,NA,NA,NA
FR16166437648,2020,Other,"Kline, Ezequiel",Chairman of the Management Board and Chief Executive Officer,300129,5.8,6.39,NA,NA,NA
FR16166437648,2019,Other,"Kline, Ezequiel",Chairman of the Management Board and Chief Executive Officer,199157,3.6,NA,NA,NA,NA
FR16166437648,2018,Other,"Kline, Ezequiel",Chairman of the Management Board and Chief Executive Officer,227459,11.64,14.65,NA,NA,NA
FR16166437648,2017,Other,"Kline, Ezequiel",Chairman of the Management Board and Chief Executive Officer,232914,4.1,5.1,NA,NA,NA
FR16166437648,2016,Other,"Kline, Ezequiel",Chairman of the Management Board and Chief Executive Officer,217037,4.52,5.36,NA,NA,NA
FR16166437648,2015,Other,"Kline, Ezequiel",Chairman of the Management Board and Chief Executive Officer,358968,4.28,4.88,NA,NA,NA
FR16321336601,2021,Other,"Duk, Bethany",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR16321336601,2020,Other,"Lujan, Valeria",CEO,NA,NA,NA,NA,NA,NA
FR16321336601,2019,Other,"Lujan, Valeria",CEO,417227,364264,374390,NA,NA,NA
FR16321336601,2018,Other,"Lujan, Valeria",CEO,288903,232352,243667,NA,NA,NA
FR16321336601,2017,Other,"Lujan, Valeria",CEO,453818,330554,342294,NA,NA,NA
FR16321336601,2016,Other,"Lujan, Valeria",CEO,200000,-25722,-14375,NA,NA,NA
FR16321336601,2015,Other,"Lujan, Valeria",CEO,NA,NA,NA,NA,NA,NA
FR16779141505,2021,Other,"Wilson, Alexander",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR16779141505,2020,Other,"Joshi, Mercy",NA,NA,NA,NA,NA,NA,NA
FR16779141505,2019,Other,"Joshi, Mercy",NA,NA,NA,NA,NA,NA,NA
FR16779141505,2018,Other,"Joshi, Mercy",NA,NA,NA,NA,NA,NA,NA
FR16779141505,2017,Other,"Joshi, Mercy",NA,NA,NA,NA,NA,NA,NA
FR16779141505,2016,Other,"Joshi, Mercy",NA,NA,NA,NA,NA,NA,NA
FR16779141505,2015,Other,"Joshi, Mercy",NA,NA,NA,NA,NA,NA,NA
FR17445850656,2021,Other,"al-Hamidi, Subhi",NA,NA,NA,NA,NA,NA,NA
FR17445850656,2020,Other,"Rupp, Fermin Joshua",CEO,1318000,NA,NA,NA,NA,NA
FR17445850656,2019,Other,"Rupp, Fermin Joshua",CEO,1595000,NA,NA,NA,NA,NA
FR17445850656,2018,Other,"al-Hamidi, Subhi",NA,NA,NA,NA,NA,NA,NA
FR17445850656,2017,Other,"al-Hamidi, Subhi",NA,NA,NA,NA,NA,NA,NA
FR17445850656,2016,Other,"al-Hamidi, Subhi",NA,NA,NA,NA,NA,NA,NA
FR17445850656,2015,Other,"al-Hamidi, Subhi",NA,NA,NA,NA,NA,NA,NA
FR17486421037,2021,Other,"Mora, Adelina",Chairman and Chief Executive Officer,NA,5.5,6.33,27570,23952,NA
FR17486421037,2020,Other,"Mora, Adelina",Chairman and Chief Executive Officer,206712,6.24,7.07,28303,24983,NA
FR17486421037,2019,Other,"Mora, Adelina",Chairman and Chief Executive Officer,176273,5.66,5.79,25837,25274,NA
FR17486421037,2018,Other,"Mora, Adelina",Chairman and Chief Executive Officer,182947,5.93,6.14,25802,24911,NA
FR17486421037,2017,Other,"Mora, Adelina",Chairman and Chief Executive Officer,187512,5.94,6.16,26537,25580,NA
FR17486421037,2016,Other,"Mora, Adelina",Chairman and Chief Executive Officer,172457,5.73,5.91,24852,24103,NA
FR17486421037,2015,Other,"Mora, Adelina",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR17683976272,2021,Other,"al-Salama, Aaisha",CEO,391669,NA,NA,NA,NA,NA
FR17683976272,2020,Other,"Briones, Samantha",Chief Executive Officer and Chairman,2759238,NA,NA,NA,NA,NA
FR17683976272,2019,Other,"Briones, Samantha",Chief Executive Officer and Chairman,5625448,NA,NA,NA,NA,NA
FR17683976272,2018,Other,"Marquard, Nicholas",NA,NA,NA,NA,NA,NA,NA
FR17683976272,2017,Other,"Marquard, Nicholas",NA,NA,NA,NA,NA,NA,NA
FR17683976272,2016,Other,"Marquard, Nicholas",NA,NA,NA,NA,NA,NA,NA
FR17683976272,2015,Other,"Marquard, Nicholas",NA,NA,NA,NA,NA,NA,NA
FR17861433714,2021,Other,"Joy, Haileigh",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR17861433714,2020,Other,"Joy, Haileigh",Chairman and Chief Executive Officer,270474,4.9,5.5,71600,NA,NA
FR17861433714,2019,Other,"Joy, Haileigh",Chairman and Chief Executive Officer,299632,6.5,7.2,72700,NA,NA
FR17861433714,2018,Other,"Joy, Haileigh",Chairman and Chief Executive Officer,475281,6.4,7.2,74900,NA,NA
FR17861433714,2017,Other,"Joy, Haileigh",Chairman and Chief Executive Officer,NA,6.4,7.3,73800,NA,NA
FR17861433714,2016,Other,"Joy, Haileigh",Chairman and Chief Executive Officer,NA,8.7,10,72600,NA,NA
FR17861433714,2015,Other,"Joy, Haileigh",Chairman and Chief Executive Officer,NA,8.9,9.6,70400,NA,NA
FR18604099168,2021,Other,"Kim, Vicente",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR18604099168,2020,Other,"Kim, Vicente",Chairman and Chief Executive Officer,578146,7.4,9.3,78000,NA,NA
FR18604099168,2019,Other,"Kim, Vicente",Chairman and Chief Executive Officer,435568,5.6,7.1,NA,NA,NA
FR18604099168,2018,Other,"Kim, Vicente",Chairman and Chief Executive Officer,404700,3.9,6.3,NA,NA,NA
FR18604099168,2017,Other,"Kim, Vicente",Chairman and Chief Executive Officer,414641,4,5,NA,NA,NA
FR18604099168,2016,Other,"Kim, Vicente",Chairman and Chief Executive Officer,391954,5.3,7,NA,NA,NA
FR18604099168,2015,Other,"Kim, Vicente",Chairman and Chief Executive Officer,472652,5.85,6.75,74000,NA,NA
FR18889099362,2021,Other,"Gutierrez, Zeus",CEO,328148,4.52,6.73,72559,NA,NA
FR18889099362,2020,Other,"Enriquez-Yanez, Dale",Chairman and Chief Executive Officer,215812,3.41,4.76,64588,NA,NA
FR18889099362,2019,Other,"Enriquez-Yanez, Dale",Chairman and Chief Executive Officer,245812,NA,NA,47454,NA,NA
FR18889099362,2018,Other,"Enriquez-Yanez, Dale",Chairman and Chief Executive Officer,NA,NA,NA,62036,NA,NA
FR18889099362,2017,Other,"Enriquez-Yanez, Dale",Chairman and Chief Executive Officer,NA,NA,NA,46681,NA,NA
FR18889099362,2016,Other,"Enriquez-Yanez, Dale",Chairman and Chief Executive Officer,NA,NA,NA,43791,NA,NA
FR18889099362,2015,Other,"Enriquez-Yanez, Dale",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR19262644681,2021,Other,"Himes, Jennifer",NA,NA,NA,NA,NA,NA,NA
FR19262644681,2020,Other,"Himes, Jennifer",NA,NA,NA,NA,NA,NA,NA
FR19262644681,2019,Other,"Himes, Jennifer",NA,NA,NA,NA,NA,NA,NA
FR19262644681,2018,Other,"Himes, Jennifer",NA,NA,NA,NA,NA,NA,NA
FR19262644681,2017,Other,"Himes, Jennifer",NA,NA,NA,NA,NA,NA,NA
FR19262644681,2016,Other,"Himes, Jennifer",NA,NA,NA,NA,NA,NA,NA
FR19262644681,2015,Other,"Himes, Jennifer",NA,NA,NA,NA,NA,NA,NA
FR19814858732,2021,Other,"Martinez, Ivan",CEO,2282092,9.9,23.6,NA,NA,NA
FR19814858732,2020,Other,"Martinez, Ivan",CEO,2438633,10.4,29.4,NA,NA,NA
FR19814858732,2019,Other,"Martinez, Ivan",CEO,911768,8.1,12.4,NA,NA,NA
FR19814858732,2018,Other,"Martinez, Ivan",CEO,628518,5,8.3,NA,NA,NA
FR19814858732,2017,Other,"Martinez, Ivan",CEO,1558018,9.8,18.4,NA,NA,NA
FR19814858732,2016,Other,"Martinez, Ivan",CEO,3311440,10.5,16.4,NA,NA,NA
FR19814858732,2015,Other,"Martinez, Ivan",CEO,1261438,5.5,12,NA,NA,NA
FR20082610897,2021,Other,"al-Othman, Jubair",NA,NA,NA,NA,NA,NA,NA
FR20082610897,2020,Other,"al-Othman, Jubair",NA,NA,NA,NA,NA,NA,NA
FR20082610897,2019,Other,"al-Othman, Jubair",NA,NA,NA,NA,NA,NA,NA
FR20082610897,2018,Other,"al-Othman, Jubair",NA,NA,NA,NA,NA,NA,NA
FR20082610897,2017,Other,"al-Othman, Jubair",NA,NA,NA,NA,NA,NA,NA
FR20082610897,2016,Other,"al-Othman, Jubair",NA,NA,NA,NA,NA,NA,NA
FR20082610897,2015,Other,"al-Othman, Jubair",NA,NA,NA,NA,NA,NA,NA
FR20995210805,2021,Other,"Gordon, Luis",CEO,NA,7.63,9.5,66679,53562,NA
FR20995210805,2020,Other,"Gordon, Luis",CEO,365652,5.56,6.7,65776,54603,NA
FR20995210805,2019,Other,"Gordon, Luis",CEO,533600,6.47,7.49,NA,NA,NA
FR20995210805,2018,Other,"Lafferty, Samuel",Chairman and Chief Executive Officer,548533,NA,NA,60526,51443,NA
FR20995210805,2017,Other,"Lafferty, Samuel",Chairman and Chief Executive Officer,554579,NA,NA,61349,53708,NA
FR20995210805,2016,Other,"Lafferty, Samuel",Chairman and Chief Executive Officer,610059,9.92,11.72,NA,NA,NA
FR20995210805,2015,Other,"Lafferty, Samuel",Chairman and Chief Executive Officer,593769,6.48,7.89,NA,NA,NA
FR22280366612,2021,Other,"Labadie, Michael",CEO,NA,6.61,8.62,NA,NA,NA
FR22280366612,2020,Other,"Labadie, Michael",CEO,NA,6.61,9.11,NA,NA,NA
FR22280366612,2019,Other,"Labadie, Michael",CEO,532350,5.26,7.52,NA,NA,NA
FR22280366612,2018,Other,"Labadie, Michael",CEO,NA,3.87,4.9,NA,NA,NA
FR22280366612,2017,Other,"Labadie, Michael",CEO,256605,4.07,5.15,NA,NA,NA
FR22280366612,2016,Other,"Labadie, Michael",CEO,NA,3.95,4.82,NA,NA,NA
FR22280366612,2015,Other,"Labadie, Michael",CEO,244457,NA,NA,NA,NA,NA
FR22610858600,2021,Other,"Jacket, Amanda",CEO,271801,4.68,5.84,58363,46758,NA
FR22610858600,2020,Other,"Jacket, Amanda",CEO,271640,4.68,5.81,52733,42464,NA
FR22610858600,2019,Other,"Jacket, Amanda",CEO,263979,4.4,5.43,NA,NA,NA
FR22610858600,2018,Other,"Jacket, Amanda",CEO,242056,4.53,5.5,53395,44032,NA
FR22610858600,2017,Other,"Jacket, Amanda",CEO,268544,NA,NA,NA,NA,NA
FR22610858600,2016,Other,"Jacket, Amanda",CEO,601625,NA,NA,NA,NA,NA
FR22610858600,2015,Other,"Jacket, Amanda",CEO,201626,NA,NA,NA,NA,NA
FR22703625816,2021,Other,"Faisol, Samuel",CEO,323184,NA,NA,NA,NA,NA
FR22703625816,2020,Other,"Faisol, Samuel",CEO,378366,5.6,NA,67332,NA,NA
FR22703625816,2019,Other,"Faisol, Samuel",CEO,307910,4.7,NA,65440,NA,NA
FR22703625816,2018,Other,"Faisol, Samuel",CEO,304910,4.8,NA,63312,NA,NA
FR22703625816,2017,Other,"Faisol, Samuel",CEO,314900,5,NA,66183,NA,NA
FR22703625816,2016,Other,"Faisol, Samuel",CEO,321022,5.2,NA,62244,NA,NA
FR22703625816,2015,Other,"Faisol, Samuel",CEO,330418,5.4,NA,61231,NA,NA
FR23455793562,2021,Other,"Connelly, Nicole",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR23455793562,2020,Other,"Connelly, Nicole",Chairman and Chief Executive Officer,175426,NA,NA,NA,NA,NA
FR23455793562,2019,Other,"Connelly, Nicole",Chairman and Chief Executive Officer,190426,1.83,2.8,104280,68089,25
FR23455793562,2018,Other,"Connelly, Nicole",Chairman and Chief Executive Officer,239561,2.29,3.84,104682,62332,30
FR23455793562,2017,Other,"Connelly, Nicole",Chairman and Chief Executive Officer,754625,3.99,7.32,81629,44540,30
FR23455793562,2016,Other,"Connelly, Nicole",Chairman and Chief Executive Officer,590655,7.91,14.23,72094,40080,28
FR23455793562,2015,Other,"Connelly, Nicole",Chairman and Chief Executive Officer,543052,NA,NA,NA,NA,NA
FR24137361166,2021,Other,"Kenkeo, Hannah",CEO,NA,NA,NA,NA,NA,NA
FR24137361166,2020,Other,"Kenkeo, Hannah",CEO,432004,3.2,5.7,143000,81000,NA
FR24137361166,2019,Other,"Kenkeo, Hannah",CEO,397525,3.3,5.4,125000,76000,NA
FR24137361166,2018,Other,"Kenkeo, Hannah",CEO,372338,3.5,5.3,113000,75000,NA
FR24137361166,2017,Other,"Kenkeo, Hannah",CEO,352972,3.8,5.4,96000,67000,NA
FR24137361166,2016,Other,"Kenkeo, Hannah",CEO,365760,3.7,5.2,91000,65000,NA
FR24137361166,2015,Other,"Kenkeo, Hannah",CEO,335688,3.9,5.3,86000,63000,NA
FR24294331330,2021,Other,"Gilbertson, Tyler",Chief Executive Officer and Member of the Management Board,649000,4.9,6.6,55900,41400,NA
FR24294331330,2020,Other,"Gilbertson, Tyler",Chief Executive Officer and Member of the Management Board,274000,8.6,11.9,54000,39100,NA
FR24294331330,2019,Other,"Gilbertson, Tyler",Chief Executive Officer and Member of the Management Board,460000,NA,NA,51400,38800,NA
FR24294331330,2018,Other,"Gilbertson, Tyler",Chief Executive Officer and Member of the Management Board,456000,NA,NA,50800,38400,NA
FR24294331330,2017,Other,"Gilbertson, Tyler",Chief Executive Officer and Member of the Management Board,234000,NA,NA,54700,36800,NA
FR24294331330,2016,Other,"Gilbertson, Tyler",Chief Executive Officer and Member of the Management Board,1541000,NA,NA,50300,36100,NA
FR24294331330,2015,Other,"Gilbertson, Tyler",Chief Executive Officer and Member of the Management Board,599000,10.4,13.8,NA,NA,NA
FR24552326016,2021,Other,"Lugo III, Alexander",CEO,485000,NA,NA,NA,NA,NA
FR24552326016,2020,Other,"Lugo III, Alexander",CEO,190000,NA,NA,NA,NA,NA
FR24552326016,2019,Other,"Lugo III, Alexander",CEO,190000,NA,NA,NA,NA,NA
FR24552326016,2018,Other,"Chham, Annick",NA,NA,NA,NA,NA,NA,NA
FR24552326016,2017,Other,"Chham, Annick",NA,NA,NA,NA,NA,NA,NA
FR24552326016,2016,Other,"Chham, Annick",NA,NA,NA,NA,NA,NA,NA
FR24552326016,2015,Other,"Chham, Annick",NA,NA,NA,NA,NA,NA,NA
FR24662813980,2021,Other,"Hassanzadeh Oghan, Jimmy",CEO,449517,10.51,12.24,42773,36724,NA
FR24662813980,2020,Other,"Hassanzadeh Oghan, Jimmy",CEO,394873,9.47,11.09,41437,35413,NA
